name	start	end	brin_DNA	motif	sigma	genes
U400	567540	568145	1	M14	SigA	S182, ydeH
U401	568211	568981	1	M14	SigA	ydeI
U403	569057	570005	-1	M4	SigA	ydeJ
U406	572940	575647	1	M4	SigA	ydeM, S183,ydeO
U407	573457	574469	-1	M4	SigA	ydzF, S184, ydeN
U408	574656	575647	1	M4	SigA	ydeO
U409	575723	576165	-1	M19	SigA	S185, ydeP
U410	576175	576439	1	M19	SigA	ydeQ
U411	578287	579211	1	M7	SigA	ydeS, ydzO
U412	579354	581477	1	M14	SigA	S186, aseR, ydfA, ydzS, ydzS
U414	585381	585821	-1	M7	SigA	ydfE
U415	585834	586603	1	M14	SigA	ydfF
U416	586635	587118	-1	M19	SigA	ydfG
U419	589727	589771	1	M3	SigEF	ydfJ
U422	591937	593301	-1	M19	SigA	S188, nap, S187
U423	594335	595040	-1	M19	SigA	ydfL
U424	595127	596093	-1	M14	SigA	S189, ydfM
U425	596312	598241	1	M14	SigA	ydfN, ydfO, S190, ydfP
U426	596833	598241	1	M11	SigB	ydfO, S190, ydfP
U427	598065	598505	1	M5	SigK	S190, ydfP
U428	598659	599055	1	M7	SigA	S191, ydfQ
U430	599549	600143	-1	M5	SigK	ydzR, S193
U431	599549	600891	-1	M8	SigGF	ydfR, S194, ydzR, S193
U433	599549	602739	-1	M5	SigK	ydgB, ydgA, cotP, S195, ydfR, S194, ydzR, S193
U432	600947	601387	1	M8	SigGF	ydfS
U434	602963	604665	1	M14	SigA	ydgC, ydgD, S196, ydgE, S197
U436	604719	606615	-1	M4	SigA	S198, vmlR
U437	606699	608140	-1	M4	SigA	ydgF
U438	608260	608809	-1	M7	SigA	dinB
U439	608886	612144	1	M14	SigA	ydgG, ydgH
U440	612198	613337	-1	M17	SigA	ydgJ, ydgI
U441	613552	614828	1	M16	SigA	S199, ydgK
U442	614904	615761	-1	M19	SigA	S200, ydhB
U443	615818	616455	1	M19	SigA	ydhC
U444	616631	617908	1	M3	SigEF	ydhD
U445	618031	619293	1	M19	SigA	ydhE
U446	619347	621543	-1	M6	Sig-	phoB, ydhF
U447	619347	621621	-1	M3	SigEF	S201, phoB, ydhF
U448	621713	622197	1	M19	SigA	S202, ydhG
U450	622294	623329	-1	M7	SigA	ydhI, ydhH
U452	624462	625122	1	M14	SigA	ydhK
U451	624406	625100	1	M11	SigB	ydhK
U453	625154	626470	-1	M16	SigA	NA, pbuE
U454	626582	633856	1	M14	SigA	gmuB, gmuA, gmuC, gmuD, S203, gmuR, gmuE, gmuF, gmuG
U455	630116	633812	1	M19	SigA	gmuR, gmuE, gmuF, gmuG
U456	633976	634817	-1	M8	SigGF	ydhU, ydhU
U460	640606	644262	1	M16	SigA	thiL, ydiB, ydiC, rimI, gcp
U463	644536	646488	-1	M19	SigA	ydiF
U462	646411	648684	1	M19	SigA	S206, moaC, rex, tatAY, tatCY
U461	646218	648684	1	M4	SigA	S205, S206, moaC, rex, tatAY, tatCY
U464	647628	648684	1	M2	Sig-	tatAY, tatCY
U467	648738	649721	-1	M4	SigA	ydiL, ydiK
U468	649828	657703	1	M19	SigA	S208, groES, groEL, S209, S210, ydiM, S211, ydzU, ydzV, S212, S213, ydiO, ydiP
U466	649696	657703	1	M15	Sig-	S207,S208, groES, groEL, S209, S210, ydiM, S211, ydzU, ydzV, S212, S213, ydiO, ydiP
U469	655138	657703	1	M14	SigA	S213, ydiO, ydiP
U471	657779	659341	-1	M14	SigA	S215, ydzW, ydzW, ydzW, ydzW, ydzW, ydzW, ydzW
U472	657779	659558	-1	M7	SigA	S216, S215, ydzW, ydzW, ydzW, ydzW, ydzW, ydzW,ydzW
U473	659560	664545	1	M4	SigA	ydiR, ydiS, ydjA, S217, S218, ydjB, S219, ydjC
U474	664797	667304	-1	M14	SigA	gutR
U475	667383	671035	1	M7	SigA	S220, gutB, gutP, ydjE
U476	670045	671035	1	M14	SigA	ydjE
U477	671190	674819	1	M9	SigWXY	pspA, S221, ydjG, ydjH, ydjI
U478	674521	675907	-1	M11	SigB	ydjJ
U479	676137	677855	1	M14	SigA	S222, iolT
U482	677909	679246	-1	M4	SigA	S224, bdhA
U483	679351	680847	1	M14	SigA	ydjM, ydjN
U481	679052	680847	1	M7	SigA	S225,ydjM, ydjN
U487	680923	683407	-1	M9	SigWXY	yeaA, ydjP, ydjO, S226, ydzJ
U484	681143	681508	-1	M4	SigA	ydjO, S226
U486	681121	683237	-1	M3	SigEF	ydjP, ydjO, S226
U488	681143	685048	-1	M5	SigK	cotA,yeaA, ydjP, ydjO, S226
U489	683475	686619	-1	M14	SigA	gabP,cotA
U490	686919	687821	1	M14	SigA	yeaB
U491	688138	694267	1	M4	SigA	yeaC, yeaD, yebA,S227, guaA
U492	692610	694267	1	M14	SigA	S227, guaA
U493	694418	696983	1	M16	SigA	NA, pbuG,S228, yebC
U494	696054	696983	1	M9	SigWXY	S228, yebC
U495	697093	697333	1	M19	SigA	S229, yebD
U497	697487	698279	1	M19	SigA	yebE, yebG
U496	697399	698565	1	M11	SigB	S230, yebE, yebG, NA, S231
U498	698359	711417	1	M14	SigA	NA, S231, purE, purK, purB, purC, purS, purQ, purL, purF, S232, purM, purN, purH, purD
U500	708029	711395	1	M18	SigL	purN, purH, purD
U502	711712	711954	-1	M4	SigA	yezC
U504	713319	713956	-1	M8	SigGF	S233, yezF
U503	713619	716982	1	M4	SigA	yerA, yerB, yerC
U505	715398	716982	1	M4	SigA	yerB, yerC
U506	716706	718390	-1	M11	SigB	yerD
U507	718571	725980	1	M16	SigA	pcrB, pcrA, ligA, yerH, S234, yerI
U509	724870	725980	1	M4	SigA	S234, yerI
U511	726056	726774	-1	M3	SigEF	sapB
U512	726056	727706	-1	M18	Sig-	sapB
U513	726056	728449	-1	M11	SigB	S236, opuE, sapB
U514	728598	731920	1	M16	SigA	S237, gatC, gatA, gatB
U517	731996	732905	-1	M14	SigA	S238, yerO
U516	732898	736210	1	M14	SigA	swrC
U515	732646	736144	1	M3	SigEF	swrC
U518	736378	747147	1	M16	SigA	dagK, S239, yefA, S240, S241, yefC, S242, yeeA, yeeB, S243, yeeC, S244
U521	746453	749600	-1	M4	SigA	yeeF, yezG, yezA, yeeD
U520	746563	747928	-1	M4	SigA	yezG, yezA
U522	750919	753680	1	M17	SigA	rapH, phrH, S245, yeeI,yeeK
U523	752359	753702	1	M19	SigA	yeeI, yeeK
U525	753226	753724	1	M5	SigK	yeeK
U524	753020	753680	1	M19	SigA	yeeK
U527	753790	754384	1	M14	SigA	yezE
U528	755863	757772	1	M3	SigEF	cotJA, cotJB, cotJC, S246, yesJ, yesK
U530	757067	757618	1	M19	SigA	yesJ
U531	758046	760104	1	M1	SigH	yesL, yesM
U537	782720	785074	1	M3	SigEF	lplD, S248, yetF
U538	783434	785480	-1	M17	SigA	yetG, S247
U539	783434	785942	-1	M4	SigA	yetH, yetG,S247
U541	786640	787560	1	M14	SigA	yetI, yetI
U542	787660	789606	1	M17	SigA	yezD, yetJ, yetK
U543	787948	789606	1	M14	SigA	yetJ, yetK
U544	790100	790188	-1	M19	SigA	yetL
U545	791486	792589	-1	M19	SigA	yetN
U546	792642	795810	1	M11	SigB	yetO
U548	796008	798252	1	M16	SigA	S250, ltaSA
U547	795959	798230	1	M3	SigEF	S250, ltaSA
U549	798340	803268	1	M5	SigK	S251, yfnH, yfnG, yfnF, yfnE, yfnD
U550	801046	803268	1	M5	SigK	yfnE, yfnD
U552	803322	804593	-1	M14	SigA	yfnC
U553	804686	805410	-1	M4	SigA	yfnB
U554	804708	806907	-1	M14	SigA	yfnA, yfnB
U555	807024	809428	1	M10	SigD	yfmT, yfmS
U557	809516	812002	1	M19	SigA	yfmR, yfmQ
U558	811518	812882	1	M4	SigA	yfmQ,yfmP, yfmO
U560	812111	812948	1	M19	SigA	yfmP, yfmO
U562	814410	815994	-1	M16	SigA	yfmM
U563	816072	817238	1	M16	SigA	yfmL
U561	815808	816842	1	M8	SigGF	yfmL
U564	817820	818854	-1	M4	SigA	yfmJ
U566	817820	820575	-1	M14	SigA	yfmI, S252, yfmJ
U567	820648	827864	1	M14	SigA	S254, yfmG, S256, S257, S258, S259, yfmA, yflT
U569	821296	824315	-1	M19	SigA	yfmF, S255
U573	821516	826783	-1	M14	SigA	yfmC, yfmD, yfmE, yfmF, S255
U574	821934	827324	-1	M4	SigA	S260, yfmB, yfmC, yfmD,yfmE, yfmF, S255
U570	825608	825806	-1	M7	SigA	yfmD
U575	827412	829448	1	M11	SigB	yflT, S261, pel, yflS
U576	827925	829426	1	M4	SigA	pel
U577	829334	830812	1	M7	SigA	yflS
U578	830920	834156	1	M4	SigA	citS, citT, yflP
U579	834310	834992	1	M14	SigA	S262, citM
U580	835701	836378	1	M8	SigGF	yflN
U581	836620	838666	1	M7	SigA	nosA, S263, yflK
U582	837950	838038	-1	M19	SigA	yflL
U583	838786	839051	-1	M3	SigEF	S264, yflJ
U585	838786	840526	-1	M4	SigA	mapB, S267, yflH, S266, yflI, S264, yflJ
U587	839512	841664	-1	M5	SigK	S268, mapB, S267, yflH
U586	840619	841988	1	M4	SigA	nagP
U589	842064	844071	-1	M16	SigA	S270, yflE
U588	843132	844541	1	M11	SigB	S269, yflD, yflB
U590	844212	847511	1	M4	SigA	yflB,yflA, S272
U592	844735	849513	1	M11	SigB	yflA, S272
U594	849699	850227	-1	M8	SigGF	yfkQ
U595	850313	855057	1	M14	SigA	treP, treA, treR, yfkO
U598	853531	855057	1	M16	SigA	treR, yfkO
U599	854375	855057	1	M7	SigA	yfkO
U600	855133	859552	-1	M7	SigA	yfkN
U601	859702	863813	1	M11	SigB	yfkM, S273, yfkJ, yfkI, yfkH, S275
U602	860303	861847	-1	M7	SigA	yfkK, S274, yfkL
U603	861946	863813	1	M19	SigA	yfkJ, yfkI, yfkH, S275
U606	864153	865077	-1	M19	SigA	yfkF
U607	865155	866013	1	M3	SigEF	yfkE
U605	864500	867113	1	M11	SigB	S276, yfkE, yfkD
U608	866299	867113	1	M8	SigGF	yfkD
U609	867167	869187	-1	M16	SigA	yfkA, yfkC
U610	869247	869996	1	M19	SigA	yfjT, pdaA
U611	869513	870326	1	M8	SigGF	pdaA
U612	870402	871282	-1	M7	SigA	yfjR
U613	871370	872320	-1	M16	SigA	yfjQ
U614	872394	874814	1	M4	SigA	yfjP, S277, yfjO
U615	875137	875804	1	M14	SigA	S278, yfzA, S279
U617	876178	878774	1	M16	SigA	S280, dusC, S281, yfjM, yfjL
U618	877564	878664	1	M4	SigA	yfjM, yfjL
U619	878954	885792	1	M18	SigL	acoA, acoB, acoC, acoL, acoR, sspH
U620	883717	885792	1	M14	SigA	acoR, sspH
U621	885594	885792	1	M8	SigGF	sspH
U623	885846	889747	-1	M7	SigA	yfjA, yfjB, yfjC, yfjD, S282, yfjE, yfjF
U624	889981	894878	1	M4	SigA	malA, malR, malP, malQ
U625	891402	892942	1	M7	SigA	malR, malP
U627	893857	897408	1	M19	SigA	malQ, yfiC
U628	897540	898838	1	M17	SigA	catD, catE
U630	903786	905680	1	M19	SigA	yfiJ, yfiK
U632	909144	909826	-1	M7	SigA	S285, padR, S284
U633	909975	910542	1	M7	SigA	estB
U634	910795	911070	1	M4	SigA	yfiQ
U636	911982	912620	-1	M19	SigA	yfiR
U638	913884	914612	1	M7	SigA	yfiT
U640	916140	916647	-1	M19	SigA	yfiV
U641	916721	919319	1	M19	SigA	mprF
U643	919373	920387	-1	M14	SigA	yfiY
U642	920382	922487	1	M14	SigA	S287, yfiZ, yfhA
U644	922575	924159	1	M4	SigA	yfhB, yfhC
U645	923542	924731	1	M14	SigA	yfhC
U646	924213	924433	-1	M8	SigGF	yfhD
U647	924213	924609	-1	M8	SigGF	yfhE, yfhD
U649	924235	925580	-1	M11	SigB	yfhF, yfhE, yfhD
U648	925460	926733	1	M16	SigA	S288, recX, yfhH
U650	926843	928647	1	M17	SigA	yfhI, S290, S291, yfhJ
U652	928129	928333	-1	M8	SigGF	sspK
U651	928316	928647	1	M19	SigA	S291, yfhJ
U653	928757	932806	1	M11	SigB	yfhK, S292, yfhL, yfhM, S293, S294, csbB, S295, yfhO
U654	929391	932102	1	M9	SigWXY	yfhL, yfhM,S293, S294, csbB, S295, yfhO
U657	930737	934434	1	M11	SigB	S294, csbB, S295, yfhO
U655	930671	931023	1	M8	SigGF	S293, S294, csbB
U661	934488	935588	-1	M19	SigA	S296, yfhP
U660	935572	938152	1	M16	SigA	S297, yfhQ, S298, fabL, sspE
U663	936490	937029	-1	M8	SigGF	yfhS
U662	936634	938152	1	M16	SigA	S298, fabL, sspE
U664	937870	938152	1	M8	SigGF	sspE
U666	938271	939252	1	M1	SigH	ygaB, S299, ygaC
U667	938656	941078	1	M19	SigA	S299, ygaC, ygaD
U668	941176	942327	-1	M14	SigA	S300, ygaE
U669	942452	943785	-1	M4	SigA	gsaB
U670	943852	944972	1	M19	SigA	ygaF, perR
U671	944429	944972	1	M19	SigA	perR
U673	944982	945334	-1	M4	SigA	ygzB
U674	945417	946931	1	M7	SigA	S303, ygxA, S304,rrnD-16S
U672	945324	946799	1	M15	Sig-	S302, S303, ygxA,S304, rrnD-16S
U676	951433	954477	1	M17	SigA	rrnD-5S, trnD-Asn, trnD-Ser, trnD-Glu, trnD-Val, trnD-Met, trnD-Asp, trnD-Phe, trnD-Thr, trnD-Tyr, trnD-Trp, trnD-His, trnD-Gln, trnD-Gly, trnD-Cys, trnD-Leu1, S306, S307, trnD-Leu2, ygzA
U677	953196	953311	1	M17	SigA	trnD-Leu2
U679	953321	954198	-1	M9	SigWXY	spo0M
U680	954257	954477	1	M8	SigGF	ygzA
U681	954553	954817	-1	M3	SigEF	ygzC
U682	954860	958589	1	M14	SigA	ygaJ,NA, thiC, S308
U684	955662	958589	1	M4	SigA	NA, thiC, S308
U685	957587	959105	-1	M5	SigK	ygaK
U686	959227	959359	1	M14	SigA	senS
U688	959545	961023	-1	M14	SigA	katA
U689	960073	961107	-1	M7	SigA	katA
U687	960987	965738	1	M19	SigA	S309, ssuB, ssuA, ssuC, ssuD, ygaN
U690	965190	965848	1	M4	SigA	ygaN, S310
U691	965870	966178	1	M17	SigA	rpsNB
U693	966232	966914	-1	M14	SigA	ygzD, ygaO
U695	967244	967897	-1	M19	SigA	yhzB
U694	967014	969104	1	M17	SigA	trnSL-Gly1, S311, S312, yhbA
U696	969126	970600	1	M3	SigEF	yhbB, cspR
U697	970099	970600	1	M16	SigA	cspR
U698	970710	972800	1	M14	SigA	yhbD, yhbE, yhbF
U700	973094	976408	1	M3	SigEF	prkA, S314, yhbH
U702	975132	976386	1	M3	SigEF	S314, yhbH
U704	976518	980302	1	M14	SigA	yhbI, yhbJ, yhcA, yhcB, yhcC
U706	977068	980302	1	M8	SigGF	yhbJ, yhcA, yhcB, yhcC
U705	976892	980302	1	M11	SigB	yhbJ, yhcA, yhcB, yhcC
U707	980434	984152	1	M17	SigA	yhcE, yhcF, yhcG, yhcH, yhcI
U710	984228	984593	-1	M19	SigA	S315, cspB
U712	984272	986844	-1	M16	SigA	yhcK, S316,S315, cspB
U711	984789	985693	1	M14	SigA	S317, yhcJ
U713	986947	988377	1	M19	SigA	tcyP
U714	988035	988915	-1	M11	SigB	yhcM, S318
U715	988988	989587	1	M8	SigGF	yhcN
U717	989667	990557	1	M5	SigK	yhcO
U718	990083	991298	-1	M8	SigGF	yhcQ
U719	991371	995573	1	M1	SigH	yhcR, yhcS
U720	995649	996595	-1	M8	SigGF	yhcT
U722	995627	997083	-1	M16	SigA	S319, yhcT
U721	996607	996959	1	M4	SigA	yhcU
U723	997138	997575	1	M8	SigGF	yhcV
U726	997676	1000150	1	M19	SigA	yhcW, yhcX, yhzG
U727	1000282	1008514	1	M14	SigA	S320, yhxA, glpP, S321, glpF, glpK,S322, glpD, S323, pgcA
U728	1002350	1008514	1	M14	SigA	S321, glpF, glpK, S322, glpD, S323, pgcA
U730	1004946	1008514	1	M21	Sig-	glpD, S323, pgcA
U729	1004176	1008514	1	M11	SigB	S322, glpD, S323,pgcA
U733	1006730	1010912	1	M19	SigA	pgcA, S324, yhcY, yhcZ, yhdA
U732	1006508	1010912	1	M11	SigB	S323, pgcA, S324, yhcY, yhcZ, yhdA
U731	1006433	1008514	1	M3	SigEF	S323,pgcA
U734	1008624	1010934	1	M4	SigA	yhcY, yhcZ, yhdA
U735	1010988	1011273	-1	M8	SigGF	yhdB
U736	1011391	1013575	1	M8	SigGF	yhdC, S325
U737	1011803	1013310	-1	M10	SigD	lytF
U739	1011803	1013889	-1	M4	SigA	nsrR, lytF
U740	1013431	1015527	-1	M11	SigB	nsrR
U741	1015622	1017033	1	M3	SigEF	spoVR
U742	1017109	1018495	-1	M6	Sig-	phoA
U745	1018033	1020028	-1	M9	SigWXY	S327, phoA
U746	1018033	1021020	-1	M19	SigA	citR, S327,phoA
U744	1018939	1020084	1	M7	SigA	lytE
U743	1018650	1020084	1	M14	SigA	S328, lytE
U747	1021029	1023099	1	M7	SigA	citA, yhdF
U748	1022194	1025167	1	M11	SigB	yhdF, S329, ctrA, yhdH
U750	1023253	1024727	1	M7	SigA	S329, ctrA
U749	1023200	1024749	1	M7	SigA	S329, ctrA
U751	1024835	1026201	1	M16	SigA	yhdH
U753	1027333	1027747	-1	M16	SigA	yhdI
U752	1027733	1028181	1	M7	SigA	yhdJ
U754	1028257	1030171	-1	M16	SigA	S330, sigM, yhdL, yhdK
U755	1030226	1032053	1	M11	SigB	yhdN, plsC
U756	1031345	1032009	1	M7	SigA	plsC
U757	1032063	1033911	-1	M19	SigA	cueR, yhdP
U759	1034010	1036915	1	M19	SigA	yhdR, S332,S333, yhdT
U760	1035397	1036915	1	M4	SigA	S333, yhdT
U761	1036859	1038465	-1	M4	SigA	yhdW, yhdV, crcBA
U763	1038618	1038785	1	M7	SigA	yhdX
U762	1038529	1038785	1	M9	SigWXY	S334, yhdX
U764	1038871	1040787	1	M7	SigA	yhdY, yhdZ
U765	1040061	1040809	1	M4	SigA	yhdZ
U767	1040885	1041812	-1	M7	SigA	S336, yheN
U768	1041930	1042855	1	M4	SigA	S338, dat
U766	1041728	1042833	1	M3	SigEF	S337, S338, dat
U769	1042931	1044317	-1	M16	SigA	S339, nhaC
U770	1043085	1044915	-1	M11	SigB	nhaX, S339, nhaC
U771	1044968	1049081	1	M14	SigA	S340, yheJ, S341, yheI, yheH
U772	1049157	1049791	-1	M7	SigA	yheG
U774	1049751	1049949	-1	M5	SigK	yheF
U776	1050037	1050351	-1	M8	SigGF	S342, sspB
U777	1050587	1050719	-1	M14	SigA	yheE
U779	1050829	1053363	-1	M3	SigEF	S343, yheC, yheD
U780	1053458	1055087	1	M19	SigA	yheB, S344, yheA
U781	1055141	1056250	-1	M19	SigA	yhaZ
U783	1056665	1059156	1	M3	SigEF	yhaX, hemZ
U782	1056373	1057550	1	M14	SigA	S345, S346, yhaX
U784	1057639	1059156	1	M7	SigA	hemZ
U785	1059210	1061362	-1	M19	SigA	khtS, khtT, yhaU
U786	1061430	1062259	1	M14	SigA	yhaR
U787	1062247	1062511	-1	M1	SigH	yhzD
U788	1062566	1064723	1	M7	SigA	natA, natB
U789	1064811	1069981	1	M4	SigA	yhaO, yhaN, yhaM
U791	1069011	1069981	1	M4	SigA	yhaM
U790	1067385	1069981	1	M3	SigEF	yhaM
U792	1070069	1070311	1	M3	SigEF	yhaL
U793	1070365	1071304	-1	M19	SigA	prsA
U794	1071361	1072203	1	M5	SigK	yhzE, S347, S349
U798	1071751	1072609	-1	M16	SigA	yhaJ, S350, S348
U801	1071773	1073765	-1	M7	SigA	scoC, S351,yhaJ, S350, S348
U799	1072732	1073854	1	M7	SigA	yhaI, S352
U802	1073886	1074348	-1	M4	SigA	yhaH
U804	1073886	1075252	-1	M4	SigA	S355, trpP, S353, yhaH
U805	1073886	1076418	-1	M4	SigA	serC, S355, trpP, S353, yhaH
U806	1073886	1076999	-1	M19	SigA	hinT, S356, serC, S355, trpP, S353, yhaH
U803	1074349	1075968	1	M3	SigEF	yhzF, S354
U807	1076550	1077324	-1	M8	SigGF	S357, hinT
U808	1077410	1080104	1	M19	SigA	ecsA, ecsB, ecsC
U810	1079938	1081385	-1	M7	SigA	yhaA
U811	1080158	1082820	-1	M5	SigK	yhfA, yhaA
U812	1082710	1083763	-1	M4	SigA	yhgC, yhgB, yhfA
U814	1083822	1088200	1	M8	SigGF	pbpF, hemE, hemH
U813	1083765	1089586	1	M16	SigA	pbpF, hemE, hemH, hemY
U816	1086062	1089586	1	M19	SigA	hemE, hemH, hemY
U817	1089696	1092710	1	M17	SigA	yhgD, S358, yhgE
U818	1090092	1092710	1	M11	SigB	S358, yhgE
U819	1092764	1093779	-1	M4	SigA	fabHB
U820	1093832	1096517	1	M1	SigH	yhfC, S360, yhfE, yhfF
U822	1095024	1096517	1	M19	SigA	yhfE, yhfF
U823	1096549	1097950	-1	M14	SigA	S361, gltT
U824	1096593	1098298	-1	M14	SigA	yhfH, S362, S361, gltT
U825	1098365	1100851	1	M19	SigA	yhfI, yhfJ, yhfK
U826	1100916	1102501	1	M7	SigA	lcfB
U827	1102577	1102979	-1	M8	SigGF	yhfM
U828	1103051	1104503	1	M7	SigA	yhfN
U830	1104425	1105641	-1	M19	SigA	S363, aprE
U831	1105972	1108683	1	M14	SigA	yhfO, yhfP, S364,yhfQ
U832	1106497	1108683	1	M19	SigA	yhfP, S364, yhfQ
U833	1107674	1108683	1	M14	SigA	yhfQ
U834	1108759	1109353	-1	M7	SigA	phoE
U835	1108759	1111949	-1	M4	SigA	yhfT, yhfS, phoE
U836	1108759	1112524	-1	M14	SigA	bioY, yhfT, yhfS, phoE
U837	1112631	1113975	-1	M10	SigD	hemAT
U838	1112631	1115623	-1	M3	SigEF	yhfW, hemAT
U839	1115659	1116537	1	M3	SigEF	yhxC
U841	1116019	1116855	-1	M14	SigA	yhzC
U844	1116019	1118677	-1	M11	SigB	yhxD, S365, yhzC
U842	1117064	1119111	1	M4	SigA	comK, S366, S367,yhjA
U840	1116836	1117549	1	M3	Sig-	comK
U845	1118792	1119111	1	M14	SigA	yhjA
U846	1119165	1120947	-1	M14	SigA	S368, yhjC, yhjB
U848	1120661	1121446	-1	M14	SigA	yhjD, S368, yhjC
U849	1121508	1122674	1	M19	SigA	yhjE, sipV
U847	1121258	1122674	1	M3	SigEF	S369, yhjE, sipV
U850	1122762	1124567	1	M17	SigA	S370, yhjG, yhjH
U851	1124388	1124919	1	M19	SigA	yhjH
U855	1125017	1129658	-1	M19	SigA	ntdA, ntdB, ntdC, glcP, S371
U854	1129272	1131012	1	M14	SigA	S374, yhjM, S375
U853	1128482	1130792	1	M3	SigEF	S373, S374, yhjM,S375
U856	1130736	1132143	-1	M4	SigA	S377, yhjN, S376
U859	1135268	1136187	-1	M5	SigK	yhjR, yhjQ
U860	1136289	1148458	1	M19	SigA	addB, addA, S378, sbcD, sbcC, yisB
U861	1147424	1148436	1	M8	SigGF	yisB
U863	1147522	1150514	-1	M5	SigK	S380, gerPA, gerPB, gerPC, gerPD, gerPE, gerPF, S379
U865	1147764	1152122	-1	M5	SigK	yisJ, S384, yisI, S383, S382,S380, gerPA, gerPB, gerPC, gerPD, gerPE, gerPF, S379
U864	1150690	1151067	-1	M19	SigA	yisI, S383
U866	1152198	1156466	1	M1	SigH	yisK, S386, yisL,wprA
U867	1153232	1153606	1	M16	SigA	yisL
U868	1153742	1156466	1	M4	SigA	wprA
U869	1156520	1157125	-1	M3	SigEF	yisN
U870	1157164	1159656	1	M3	SigEF	S387, asnO, S388
U871	1159270	1159710	-1	M1	SigH	yizA
U872	1159899	1160118	1	M7	SigA	yisP
U874	1162208	1164122	1	M19	SigA	yisR, degA
U875	1164254	1165420	1	M14	SigA	S390, yisS
U876	1165452	1165987	-1	M1	SigH	yisT
U877	1166718	1167136	1	M19	SigA	yisV
U879	1168070	1168972	-1	M19	SigA	S392, yisX, S391
U878	1168908	1169842	1	M3	SigEF	S393, yisY
U880	1169896	1172531	-1	M5	SigK	yitB, S394, yitA, yisZ
U881	1172614	1174088	1	M5	SigK	yitC, yitD
U882	1173966	1174816	-1	M3	SigEF	yitE
U883	1174890	1177288	-1	M8	SigGF	yitG, yitF
U884	1177376	1178702	-1	M4	SigA	yitI, yitH
U885	1177376	1180868	-1	M14	SigA	NA, yitJ,yitI, yitH
U887	1177376	1181442	-1	M14	SigA	yitK, NA, yitJ,yitI, yitH
U886	1181437	1182382	1	M7	SigA	yitL
U888	1182458	1183116	-1	M14	SigA	yitM
U889	1183911	1184529	-1	M7	SigA	yitP
U890	1184645	1185881	1	M14	SigA	yizB, yitQ, yitR
U892	1187717	1188615	-1	M4	SigA	yitS
U893	1188652	1189995	1	M11	SigB	yitT, S396, ipi
U891	1188127	1189929	1	M14	SigA	S395, yitT, S396, ipi
U894	1189203	1189995	1	M1	SigH	S396, ipi
U895	1190049	1190430	-1	M8	SigGF	S397, yizC
U896	1190049	1191360	-1	M19	SigA	yitU, S397, yizC
U897	1191381	1194791	1	M4	SigA	yitV, yitW, S398, yitY, yitZ
U898	1192219	1194791	1	M19	SigA	yitW, S398, yitY, yitZ
U899	1194971	1204688	1	M14	SigA	argC, argJ, argB, argD, carA, carB, argF, yjzC
U901	1204490	1204688	1	M8	SigGF	yjzC
U902	1204456	1204962	-1	M4	SigA	yjzD, S399
U904	1205106	1206843	1	M5	SigK	yjaU, yjaV, med
U905	1205898	1207767	1	M3	SigEF	yjaV, med, comZ
U907	1206579	1210407	1	M14	SigA	med, comZ, S401,fabHA, fabF
U908	1207279	1210407	1	M16	SigA	comZ, S401,fabHA, fabF
U909	1207821	1208091	-1	M5	SigK	yjzB
U910	1208154	1210429	1	M14	SigA	fabHA, fabF
U911	1208317	1210407	1	M9	SigWXY	fabF
U913	1210473	1217135	1	M5	SigK	yjaZ, S402, S403, appD, appF,S404, appA, appA, appB, appC
U916	1211372	1218058	1	M14	SigA	S403, appD, appF, S404, appA, appA, appB, appC, S405, yjbA
U917	1213460	1218058	1	M13	Sig-	S404, appA, appA, appB, appC, S405, yjbA
U918	1217289	1218058	1	M3	SigEF	yjbA
U919	1218112	1219410	-1	M19	SigA	NA, trpS
U920	1219687	1225428	1	M14	SigA	S406, oppA, S407, oppB, oppC, oppD, oppF
U923	1226858	1229696	1	M9	SigWXY	S408, yjbC, S409, spxA, S410,S411, mecA
U925	1227633	1228090	1	M19	SigA	spxA
U927	1228144	1228836	-1	M3	SigEF	yjbE
U928	1228926	1230488	1	M19	SigA	S411, mecA, S412, S413, coiA
U929	1229850	1233040	1	M1	SigH	S413, coiA, pepF
U932	1231060	1233040	1	M8	SigGF	pepF
U931	1230949	1233480	1	M1	SigH	pepF,S414, S415
U930	1230708	1233480	1	M11	SigB	pepF,S414, S415
U934	1233138	1233336	-1	M3	SigEF	yizD
U937	1233556	1235088	-1	M4	SigA	S417, yjbI, yjbH
U938	1233645	1236066	-1	M10	SigD	S418, yjbJ,S417, yjbI, yjbH
U939	1233645	1236530	-1	M14	SigA	yjbK, S418, yjbJ,S417, yjbI, yjbH
U940	1236562	1239333	1	M4	SigA	yjbL, yjbM, ppnKA, yjbO
U941	1240278	1248551	1	M16	SigA	S419, yjbQ, NA,tenA, tenI, thiO, thiS, thiG, thiF, thiD, fabI
U943	1242229	1248573	1	M14	SigA	NA, tenA, tenI, thiO, thiS, thiG, thiF, thiD,fabI
U944	1247728	1248969	1	M4	SigA	fabI, cotO
U945	1248637	1249409	1	M3	SigEF	cotO
U949	1249419	1250558	-1	M5	SigK	cotY, S420, cotZ
U950	1249419	1250607	-1	M3	SigEF	cotY, S420, cotZ
U952	1250651	1252059	-1	M5	SigK	cotV, cotW, S421, cotX
U954	1250673	1252565	-1	M5	SigK	S422,cotV, cotW, S421, cotX
